M1,,,,M2,,,,m3,,,,m4,,,,m5,,,,m6,,,,m7,,,,m8,,,,m9,,,,m10,,,,m11,,,,m12,,,,m13,,,,,,,,,,,,,,,,,,
Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,,Filename,Width,Height,Repeat M's,,Filename,Width,Height,Repeat M's,,Filename,Width,Height,Repeat M's
dsquish1,64,64,,dsquish1,64,64,,dsquish1,64,64,,dsquish1,64,64,,dsquish1,64,64,,dsquish1,64,64,,,,,,dsquish1,64,64,,,,,,dsquish1,64,64,,dsquish1,64,64,,dsquish1,64,64,,,,,,,dsquish1,64,64,"m1,2,3,4,5,6,8,10,11,12",,,,,,,,,,
,,,,d_wtur01,16,16,,,,,,d_wtur01,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d_wtur01,16,16,"m2,4",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,elev04,64,64,,,,,,,,,,,,,,elev04,128,64,,,,,,,,,,,,,,,elev04,64,64,m6,,elev04,128,64,m10,,,,,
,,,,,,,,,,,,,,,,,,,,elev05,64,64,,,,,,,,,,,,,,elev05,128,64,,,,,,,,,,,,,,,elev05,64,64,m6,,elev05,128,64,m10,,,,,
,,,,,,,,,,,,,,,,,,,,elev06,64,64,,,,,,,,,,,,,,elev06,128,64,,,,,,,,,,,,,,,elev06,64,64,m6,,elev06,128,64,m10,,,,,
,,,,,,,,,,,,,,,,,,,,elev08,32,32,,,,,,,,,,,,,,elev08,64,64,,,,,,,,,,,,,,,elev08,32,32,m6,,elev08,64,64,m10,,,,,
,,,,,,,,,,,,,,,,,,,,elev09,32,32,,,,,,,,,,,,,,elev09,64,64,,,,,,,,,,,,,,,elev09,32,32,m6,,elev09,64,64,m10,,,,,
,,,,,,,,,,,,,,,,,,,,elev10,16,16,,,,,,,,,,,,,,elev10,32,32,,,,,,,,,,,,,,,elev10,16,16,m6,,elev10,32,32,m10,,,,,
,,,,,,,,,,,,,,,,,,,,elev11,64,64,,,,,,,,,,,,,,elev11,16,128,,,,,,,,,,,,,,,elev11,64,64,m6,,elev11,16,128,m10,,,,,
,,,,,,,,,,,,,,,,,,,,elev12,32,32,,,,,,,,,,,,,,elev12,64,32,,,,,,,,,,,,,,,elev12,32,32,m6,,elev12,64,32,m10,,,,,
,,,,,,,,,,,,,,,,,,,,elev14,32,32,,,,,,,,,,,,,,elev14,64,64,,,,,,,,,,,,,,,elev14,32,32,m6,,elev14,64,64,m10,,,,,
erfpgscl,16,32,,erfpgscl,16,32,,erfpgscl,16,32,,erfpgscl,16,32,,erfpgscl,16,32,,erfpgscl,16,32,,erfpgscl,32,64,,erfpgscl,32,64,,erfpgscl,32,64,,erfpgscl,32,64,,erfpgscl,32,64,,erfpgscl,32,64,,erfpgscl,32,64,,,erfpgscl,16,32,"m1,2,3,4,5,6",,erfpgscl,32,64,"m7,8,9,10,11,12,13",,,,,
,,,,,,,,,,,,,,,,esub01,32,32,,esub01,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub01,32,32,"m5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,esub02,64,32,,esub02,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub02,64,32,"m5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,esub03,32,64,,esub03,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub03,32,64,"m5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,esub04,32,32,,esub04,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub04,32,32,"m5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,esub05,32,16,,esub05,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub05,32,16,"m5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,esub06,32,32,,esub06,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub06,32,32,"m5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,esub07,32,64,,esub07,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub07,32,64,"m5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,esub08,64,16,,esub08,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub08,64,16,"m5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,esub09,64,16,,esub09,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esub09,64,16,"m5,6",,,,,,,,,,
exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,exb01,64,64,,,exb01,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,exg01,64,64,,,exg01,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,exhaust,32,32,,,exhaust,32,32,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,expf01,64,64,,,expf01,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,expf02,64,64,,,expf02,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,expf03,64,64,,,expf03,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,expf04,64,64,,,expf04,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,expf05,64,64,,,expf05,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,expf06,64,64,,,expf06,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,expf07,64,64,,,expf07,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,expf08,64,64,,,expf08,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,expf09,64,64,,,expf09,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,expf10,64,64,,,expf10,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,expf11,64,64,,,expf11,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,expflash,64,64,,,expflash,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,exp_med01,16,16,,,exp_med01,16,16,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,exp_med02,16,16,,,exp_med02,16,16,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,exp_med03,32,32,,,exp_med03,32,32,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,exp_med04,32,32,,,exp_med04,32,32,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,exp_med05,32,32,,,exp_med05,32,32,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,exp_med06,32,32,,,exp_med06,32,32,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,exp_med07,32,32,,,exp_med07,32,32,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,exr01,64,64,,,exr01,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,exy01,64,64,,,exy01,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,fire101,64,64,,,fire101,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,fire102,64,64,,,fire102,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,fire103,64,64,,,fire103,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,fire104,64,64,,,fire104,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,fire105,64,64,,,fire105,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,fire106,64,64,,,fire106,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,fire107,64,64,,,fire107,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,fire108,64,64,,,fire108,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,fire109,64,64,,,fire109,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,fire110,64,64,,,fire110,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
fire111,64,64,,fire111,64,64,,fire111,64,64,,fire111,64,64,,fire111,64,64,,fire111,64,64,,fire111,64,64,,fire111,128,128,,fire111,64,64,,fire111,64,64,,fire111,64,64,,fire111,64,64,,fire111,64,64,,,fire111,64,64,"m1,2,3,4,5,6,7,9,10,11,12,13",,fire111,128,128,m8,,,,,
fire112,64,64,,fire112,64,64,,fire112,64,64,,fire112,64,64,,fire112,64,64,,fire112,64,64,,fire112,64,64,,fire112,128,128,,fire112,64,64,,fire112,64,64,,fire112,64,64,,fire112,64,64,,fire112,64,64,,,fire112,64,64,"m1,2,3,4,5,6,7,9,10,11,12,13",,fire112,128,128,m8,,,,,
firing01,32,32,,firing01,32,32,,firing01,32,32,,firing01,32,32,,firing01,32,32,,firing01,32,32,,firing01,32,32,,firing01,64,64,,firing01,32,32,,firing01,32,32,,firing01,32,32,,firing01,32,32,,firing01,32,32,,,firing01,32,32,"m1,2,3,4,5,6,7,9,10,11,12,13",,firing01,64,64,m8,,,,,
firing03,32,32,,firing03,32,32,,firing03,32,32,,firing03,32,32,,firing03,32,32,,firing03,32,32,,firing03,32,32,,firing03,64,64,,firing03,32,32,,firing03,32,32,,firing03,32,32,,firing03,32,32,,firing03,32,32,,,firing03,32,32,"m1,2,3,4,5,6,7,9,10,11,12,13",,firing03,64,64,m8,,,,,
firing05,32,32,,firing05,32,32,,firing05,32,32,,firing05,32,32,,firing05,32,32,,firing05,32,32,,firing05,64,64,,firing05,64,64,,firing05,32,32,,firing05,32,32,,firing05,32,32,,firing05,32,32,,firing05,32,32,,,firing05,32,32,"m1,2,3,4,5,6,9,10,11,12,13",,firing05,64,64,"m7,8",,,,,
flareblue,64,64,,flareblue,64,64,,flareblue,64,64,,flareblue,64,64,,flareblue,64,64,,flareblue,64,64,,flareblue,128,128,,flareblue,128,128,,flareblue,64,64,,flareblue,64,64,,flareblue,64,64,,flareblue,64,64,,flareblue,64,64,,,flareblue,64,64,"m1,2,3,4,5,6,9,10,11,12,13",,flareblue,128,128,"m7,8",,,,,
flarefirey,64,64,,flarefirey,64,64,,flarefirey,64,64,,flarefirey,64,64,,flarefirey,64,64,,flarefirey,64,64,,flarefirey,128,128,,flarefirey,128,128,,flarefirey,128,128,,flarefirey,128,128,,flarefirey,64,64,,flarefirey,64,64,,flarefirey,64,64,,,flarefirey,64,64,"m1,2,3,4,5,6,11,12,13",,flarefirey,128,128,"m7,8,9,10",,,,,
frcgate1,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frcgate1,64,64,,,frcgate1,64,64,"m1,13",,,,,,,,,,
,,,,,,,,freon01,64,16,,freon01,64,16,,freon01,64,16,,freon01,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freon01,64,16,"m3,4,5,6",,,,,,,,,,
,,,,,,,,freon03,64,32,,freon03,64,32,,freon03,64,32,,freon03,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freon03,64,32,"m3,4,5,6",,,,,,,,,,
,,,,,,,,freon04,32,32,,freon04,32,32,,freon04,32,32,,freon04,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freon04,32,32,"m3,4,5,6",,,,,,,,,,
,,,,,,,,freon05,32,32,,freon05,32,32,,freon05,32,32,,freon05,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freon05,32,32,"m3,4,5,6",,,,,,,,,,
,,,,,,,,freon06,16,32,,freon06,16,32,,freon06,16,32,,freon06,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freon06,16,32,"m3,4,5,6",,,,,,,,,,
freonammo,32,32,,freonammo,32,32,,freonammo,32,32,,freonammo,32,32,,freonammo,32,32,,freonammo,32,32,,freonammo,32,64,,freonammo,32,64,,freonammo,32,64,,freonammo,32,64,,freonammo,32,64,,freonammo,32,64,,freonammo,32,64,,,freonammo,32,32,"m1,2,3,4,5,6",,freonammo,32,64,"m7,8,9,10,11,12,13",,,,,
freon_fo,32,32,,freon_fo,32,32,,freon_fo,32,32,,freon_fo,32,32,,freon_fo,32,32,,freon_fo,32,32,,freon_fo,64,64,,freon_fo,64,64,,freon_fo,64,64,,freon_fo,64,64,,freon_fo,32,32,,freon_fo,64,64,,freon_fo,32,32,,,freon_fo,32,32,"m1,2,3,4,5,6,11,13",,freon_fo,64,64,"m7,8,9,10,12",,,,,
,,,,ftur01,32,32,,,,,,ftur01,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftur01,32,32,"m2,4",,,,,,,,,,
,,,,ftur02,16,32,,,,,,ftur02,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftur02,16,32,"m2,4",,,,,,,,,,
,,,,ftur03,32,32,,,,,,ftur03,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftur03,32,32,"m2,4",,,,,,,,,,
,,,,ftur04,32,32,,ftur04,32,32,,ftur04,32,32,,ftur04,32,32,,ftur04,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftur04,32,32,"m2,3,4,5,6",,,,,,,,,,
,,,,ftur05,32,16,,,,,,ftur05,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftur05,32,16,"m2,4",,,,,,,,,,
,,,,ftur07,16,16,,ftur07,16,16,,ftur07,16,16,,ftur07,16,16,,ftur07,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftur07,16,16,"m2,3,4,5,6",,,,,,,,,,
,,,,ftur08,16,64,,ftur08,16,64,,ftur08,16,64,,ftur08,16,64,,ftur08,16,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftur08,16,64,"m2,3,4,5,6",,,,,,,,,,
,,,,ftur09,16,16,,ftur09,16,16,,ftur09,16,16,,ftur09,16,16,,ftur09,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftur09,16,16,"m2,3,4,5,6",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,grass1,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass1,128,128,,,,,,,grass1,128,128,"m4,12",,,,,,,,,,
,,,,grate1,64,64,,,,,,,,,,,,,,,,,,grate1,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,grate1,64,64,m2,,grate1,128,64,m7,,,,,
,,,,grate2,64,64,,,,,,,,,,,,,,,,,,grate2,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,grate2,64,64,m2,,grate2,128,64,m7,,,,,
,,,,grate3,64,64,,,,,,,,,,,,,,,,,,grate3,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,grate3,64,64,m2,,grate3,128,64,m7,,,,,
,,,,grate4,16,16,,,,,,,,,,,,,,,,,,grate4,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,grate4,16,16,m2,,grate4,32,32,m7,,,,,
,,,,grated1,64,64,,,,,,,,,,,,,,,,,,grated1,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,grated1,64,64,m2,,grated1,128,64,m7,,,,,
grey,8,8,,grey,8,8,,grey,8,8,,grey,8,8,,grey,8,8,,grey,8,8,,grey,16,16,,grey,16,16,,grey,16,16,,grey,16,16,,grey,16,16,,grey,16,16,,grey,16,16,,,grey,8,8,"m1,2,3,4,5,6",,grey,16,16,"m7,8,9,10,11,12,13",,,,,
gun_fre1,32,64,,gun_fre1,32,64,,gun_fre1,32,64,,gun_fre1,32,64,,gun_fre1,32,64,,gun_fre1,32,64,,gun_fre1,64,128,,gun_fre1,64,128,,gun_fre1,64,128,,gun_fre1,64,128,,gun_fre1,64,128,,gun_fre1,64,128,,gun_fre1,64,128,,,gun_fre1,32,64,"m1,2,3,4,5,6",,gun_fre1,64,128,"m7,8,9,10,11,12,13",,,,,
gun_nap1,32,64,,gun_nap1,32,64,,gun_nap1,32,64,,gun_nap1,32,64,,gun_nap1,32,64,,gun_nap1,32,64,,gun_nap1,64,128,,gun_nap1,64,128,,gun_nap1,64,128,,gun_nap1,64,128,,gun_nap1,64,128,,gun_nap1,64,128,,gun_nap1,64,128,,,gun_nap1,32,64,"m1,2,3,4,5,6",,gun_nap1,64,128,"m7,8,9,10,11,12,13",,,,,
gun_nap4,16,32,,gun_nap4,16,32,,gun_nap4,16,32,,gun_nap4,16,32,,gun_nap4,16,32,,gun_nap4,16,32,,gun_nap4,32,64,,gun_nap4,32,64,,gun_nap4,32,64,,gun_nap4,32,64,,gun_nap4,32,64,,gun_nap4,32,64,,gun_nap4,32,64,,,gun_nap4,16,32,"m1,2,3,4,5,6",,gun_nap4,32,64,"m7,8,9,10,11,12,13",,,,,
gun_nap5,16,8,,gun_nap5,16,8,,gun_nap5,16,8,,gun_nap5,16,8,,gun_nap5,16,8,,gun_nap5,16,8,,gun_nap5,32,16,,gun_nap5,32,16,,gun_nap5,32,16,,gun_nap5,32,16,,gun_nap5,32,16,,gun_nap5,32,16,,gun_nap5,32,16,,,gun_nap5,16,8,"m1,2,3,4,5,6",,gun_nap5,32,16,"m7,8,9,10,11,12,13",,,,,
gun_son1,32,64,,gun_son1,32,64,,gun_son1,32,64,,gun_son1,32,64,,gun_son1,32,64,,gun_son1,32,64,,gun_son1,64,128,,gun_son1,64,128,,gun_son1,64,128,,gun_son1,64,128,,gun_son1,64,128,,gun_son1,64,128,,gun_son1,64,128,,,gun_son1,32,64,"m1,2,3,4,5,6",,gun_son1,64,128,"m7,8,9,10,11,12,13",,,,,
gun_son2,32,32,,gun_son2,32,32,,gun_son2,32,32,,gun_son2,32,32,,gun_son2,32,32,,gun_son2,32,32,,gun_son2,64,64,,gun_son2,64,64,,gun_son2,64,64,,gun_son2,64,64,,gun_son2,64,64,,gun_son2,64,64,,gun_son2,64,64,,,gun_son2,32,32,"m1,2,3,4,5,6",,gun_son2,64,64,"m7,8,9,10,11,12,13",,,,,
gun_son3,32,32,,gun_son3,32,32,,gun_son3,32,32,,gun_son3,32,32,,gun_son3,32,32,,gun_son3,32,32,,gun_son3,64,64,,gun_son3,64,64,,gun_son3,64,64,,gun_son3,64,64,,gun_son3,64,64,,gun_son3,64,64,,gun_son3,64,64,,,gun_son3,32,32,"m1,2,3,4,5,6",,gun_son3,64,64,"m7,8,9,10,11,12,13",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
